用户名,推荐,游戏时长,评论
1990298030,Recommended,23.8 hrs on record (17.2 hrs at review time),既见未来，为何不拜
飛べ,Recommended,51.0 hrs on record (49.9 hrs at review time),太好玩了
Gun God丶Cc,Recommended,112.2 hrs on record (106.8 hrs at review time),好玩，剧情好，做的完美
zhangyin209jia9,Recommended,47.2 hrs on record (45.8 hrs at review time),两个字，好玩。 就是对于手残党来说，有点难，还有就是六周目之后，应该增添一种增加攻击或者伤害的途径。
76825163,Recommended,33.3 hrs on record (30.6 hrs at review time),不错
天天,Recommended,16.1 hrs on record (12.4 hrs at review time),中国的首款3a大作，四大名著之一，中文的配音非常亲切，强烈支持
nigg2,Recommended,100.2 hrs on record (99.9 hrs at review time),6
qinyiming0505,Recommended,188.8 hrs on record (187.5 hrs at review time),无需多言
特神奇,Recommended,4.9 hrs on record (3.4 hrs at review time),1
小白,Recommended,54.8 hrs on record (53.6 hrs at review time),难得的好游戏，现在好游戏太少了
我有一根大坤吧,Recommended,47.8 hrs on record (46.2 hrs at review time),我就是第二个齐天大圣
JOJOrat,Recommended,6.8 hrs on record (1.3 hrs at review time),好玩
小心被狗咬,Recommended,80.0 hrs on record (74.8 hrs at review time),好
western,Recommended,20.7 hrs on record,打红温了，后面两章内容还可以更丰富，但是这是加急赶制的，倒也情有可原
不只,Recommended,15.7 hrs on record,无他，支持
浪子の天涯,Recommended,36.5 hrs on record (36.3 hrs at review time),这不仅仅是一个游戏，更是一件艺术品。首先，顶级的音乐、顶级的美术，这毋庸置疑。其次我从来没见过哪个游戏的boss战设计的这么多样有趣而且难度适宜，寅虎、杨戬、大圣残躯更是几乎我见过的所有boss设计里的顶峰。以棍法为根基的战斗系统更是把棍子玩出了花来，可能只有从差强人意的地图设计和探索反馈才能让我感受到游戏科学只是一个新出茅庐，缺少底蕴，从来没做过3A的年轻公司。只能说游戏里的每一个画面都能看出开发的这六年里这个团队为之付出的心血。
白给の鑫,Recommended,15.3 hrs on record (3.4 hrs at review time),嘿吼，不必多言，闭眼好评
西斯龙战士O.o,Recommended,56.3 hrs on record (41.7 hrs at review time),握草好玩
yanghongxi22,Recommended,16.3 hrs on record (10.6 hrs at review time),国产之光
咸鱼,Recommended,73.7 hrs on record,还是很好玩的
迫击炮,Recommended,427.7 hrs on record (423.8 hrs at review time),nb
竹间,Recommended,10.8 hrs on record (3.5 hrs at review time),好玩，去掉文化归属感和情怀，综合来说可以打8分，加上情怀，可以打10分
其实我死时也是像条狗,Recommended,110.3 hrs on record,国产游戏做成这样虽不是满分但也算远超预期了 继续加油
刺客马丁l,Recommended,14.1 hrs on record (3.7 hrs at review time),.
超话来的，谁是薛之谦?,Not Recommended,206.6 hrs on record,经典套皮式西游记，抛开立场剧情不谈，游戏还是好玩，冲西游记买的可以退了
KAI特,Recommended,130.7 hrs on record (126.9 hrs at review time),接近完美的体验，如果后两章能在丰满些内容就彻底完美了
1830104640,Recommended,5.9 hrs on record (5.2 hrs at review time),我国的
阿paul,Not Recommended,29.4 hrs on record,底子好，表现出来的不尽人意
隐色的鱼,Recommended,48.4 hrs on record (47.1 hrs at review time),好玩
504891903,Recommended,182.4 hrs on record (175.1 hrs at review time),好玩，好看
285770259,Recommended,11.4 hrs on record (9.1 hrs at review time),1
yq24618,Recommended,134.0 hrs on record,非常nice
ginsky,Recommended,69.5 hrs on record,顶级游戏，工作以后唯一一个打通关的作品，每天下班一个boss，看第二天精神头识boss难度，哈哈
3839054166,Recommended,0.2 hrs on record,好游戏，要是优化能再好一点就美了
两仪式的黑猫,Recommended,62.6 hrs on record,"神中神,已全成就"
坤坤式篮球,Recommended,1.1 hrs on record,支持
购物车,Recommended,395.5 hrs on record (385.3 hrs at review time),牛的
384382816,Recommended,53.9 hrs on record (53.5 hrs at review time),挺好玩的
你算什么东西,Recommended,45.9 hrs on record (40.5 hrs at review time),非常推荐
胃痛,Recommended,62.0 hrs on record,好玩
祁PRO,Recommended,136.6 hrs on record,神中神
Kanade,Not Recommended,14.5 hrs on record (8.0 hrs at review time),这地图还能更屎一点吗？本来引导就烂，地图更新导致抄攻略都不好抄，第二章就迷路打转了2小时，服了。等我哪天找到路了再打好评。
一名手抖玩家,Recommended,138.0 hrs on record (137.9 hrs at review time),very good game
2205758391,Recommended,8.6 hrs on record (5.6 hrs at review time),真的带入但需要足够的时间
飞飞哥国,Recommended,108.0 hrs on record,GOOD
无法停止幻想的塔塔,Recommended,152.9 hrs on record,我做到了 像我过去那样 在异国他乡的战斗中我始终没有忘记我心中儿时的梦想 我们得到了 我们做到了 我们是他妈的冠军
林骨头,Recommended,129.3 hrs on record,好玩爱玩一周目老老实实跟着攻略走 基本齐全 二周目达成全成就，加上轮椅流拿到磬槌感觉非常圆满了，虽然识破还是很生疏但不影响我喜欢这把武器。也打卡了国美的黑神话展，hin好康~期待DLC
逝去的人躲在云里，下雨时再来看你,Recommended,33.0 hrs on record,第一款3A 猴的Ui真漂亮 以至于再玩别的3A会有落差感
绣球花朵,Recommended,15.5 hrs on record (6.1 hrs at review time),太好玩了
水水,Recommended,24.7 hrs on record (20.1 hrs at review time),天下武功，唯快不破，躲避敌人的技能的时候真的很有成就感~
-Index-,Recommended,37.2 hrs on record,好玩
Kabaccc,Recommended,11.3 hrs on record,非常好的游戏，打斗体验很棒。
王侯将相,Recommended,17.4 hrs on record (14.8 hrs at review time),豪完
宠物小真白,Recommended,149.4 hrs on record,味大无需多盐
Jonego,Recommended,3.2 hrs on record,让批里流脓的cmg欠拴女拳急眼的游戏就是好游戏！！！
l'étoile du berger,Recommended,61.3 hrs on record (57.4 hrs at review time),因为忙于生活，只能每天下班之后抽出一点时间打打黑猴，好在紧赶慢赶，赶在6.18折扣前打完了一周目，好吧，感觉自己还是大怨种。整个游戏中我最喜欢的章节应该要算第二章节黄风岭，整个荒漠的氛围、灵吉菩萨的说书，刚开始还未褪去的激情，一遍又一遍磨砺自己通过的虎先锋后的成就感，真的没有办法形容。其次就是第五章火焰山了，好评给到萍萍和牛夫人，牛夫人真的太顶了。说实话，打到第四章的时候产生了很强烈的失望感，尤其是买了豪华版，并且得知原本有十二个章节的时候，就经常会有一种感觉——我花了三百多就买了个这？从游戏性上来说，黑猴中规中矩，这稀碎的操作手感，不支持改键、武器建模单一，战斗方式单调，这些都是在游戏过程中能够真切感受到的，但还是断断续续的玩了下来。（当然我懂，菜就多练）黑猴如果只看游戏性游戏内容的话，只能说游科还有很多地方需要打磨，成长的空间也很大。可是后面的内容确实的的确确地震撼到我了，无论是音乐、美术、还是剧本设计都是完美的恰到好处，一场场盛大的演出，让我明白了什么叫做第九艺术。黑猴也许不是一款好的ARPG，但是无愧于第九艺术的美誉。如果你冲着游戏本身来的话，黑猴可能会让你失望。但是如果你抱着一个欣赏艺术看电影的心情，那黑猴里的故事会打动每一个知晓西游记的人。最后与大圣残躯打斗的演出，真的很震撼。无论是如意金箍棒的出现，还是音乐的响起。有那么一瞬间我仿佛回到了那个守着破电视剧的小时候，看着荧光屏幕里，披着披风，手拿金箍棒的盖世英雄似乎重新回到了我的生活。
zt13105651957,Recommended,5.2 hrs on record (4.2 hrs at review time),好玩
2674044909,Recommended,65.0 hrs on record,赶紧制作DLC
钢七连 史今,Recommended,191.6 hrs on record (190.2 hrs at review time),好玩
slisni1924,Recommended,10.1 hrs on record (8.1 hrs at review time),最强中国3A游戏，内容博大精深值得细品
ZHU,Recommended,67.6 hrs on record,建议加速更新
327979822,Recommended,10.5 hrs on record (3.4 hrs at review time),太牛逼了
1161903544,Recommended,45.9 hrs on record,无论是剧情、打斗还是人物角色刻画都是上乘佳作，闭眼入。
I  am  is人机,Recommended,47.0 hrs on record (37.6 hrs at review time),达瓦
アヒルの主,Recommended,38.6 hrs on record (33.6 hrs at review time),好玩
Chello,Recommended,9.7 hrs on record (8.3 hrs at review time),吊
zy05023217,Recommended,17.9 hrs on record (10.7 hrs at review time),难度适中推荐都去玩
小煊同学,Recommended,91.5 hrs on record (81.4 hrs at review time),超棒
wuyan,Recommended,21.4 hrs on record (21.1 hrs at review time),1
289611197,Recommended,103.9 hrs on record (102.8 hrs at review time),国产的巅峰之作，很棒。
2765951336,Recommended,20.9 hrs on record (19.5 hrs at review time),YE
MayJoveQ.,Recommended,27.7 hrs on record (27.2 hrs at review time),QITIANDASHENGWUXUDUOYAN
2502228763,Recommended,14.7 hrs on record (11.4 hrs at review time),快一年了，还是玩不够
ls19907021996,Recommended,35.9 hrs on record (13.3 hrs at review time),好玩
风月无边,Recommended,14.2 hrs on record (5.0 hrs at review time),不堕轮回万古传
故辞半阙一盏星辰,Recommended,14.1 hrs on record (12.4 hrs at review time),好玩，
NOUGOY,Recommended,16.1 hrs on record (14.1 hrs at review time),好玩，爆赞👍
此账号因涉黄被封禁,Recommended,126.2 hrs on record (125.4 hrs at review time),引领中国游戏崛起
懒羊羊,Recommended,47.0 hrs on record (44.4 hrs at review time),DLC! DLC! DLC!!!
HF划风,Recommended,37.3 hrs on record (28.7 hrs at review time),用第九艺术讲述中国好故事
NOT A DOG,Recommended,68.6 hrs on record,可玩性是可以的，别加入宗门就好了，加入宗门就没意思了
桃合,Recommended,157.4 hrs on record (153.2 hrs at review time),JIJIIBO
3秒,Recommended,55.3 hrs on record (42.0 hrs at review time),很好
荒,Recommended,230.6 hrs on record (229.8 hrs at review time),1
253132158,Not Recommended,15.4 hrs on record (13.0 hrs at review time),总是崩溃，刚玩不崩溃，现在玩老崩溃是什么鬼，我好好的驱动都被整乱套了，还是玩不了。
fanbngji,Recommended,162.3 hrs on record,游科牛逼！
孤高的决斗者,Recommended,44.0 hrs on record (36.9 hrs at review time),只说缺点：逆天地图、毫无导航、经常迷路和找不到路。任务没有指示，不知道下一步该干嘛。剧情不明显，不清晰，感觉就是3D亡灵杀手。有一些逆天场景，比如第4章过那个桥会被镰刀砍下去，攻击会自动向前导致自杀跳崖；怪兽肢体碰撞占优，被壁咚毫无还手之力，不是被击退眩晕就是站着被打
我信号不好,Recommended,49.5 hrs on record,期待DLC
4399,Recommended,14.3 hrs on record (12.5 hrs at review time),hhhw
stillSCE,Recommended,39.7 hrs on record (23.0 hrs at review time),牛逼
鹌鹑蛋,Recommended,144.3 hrs on record (143.6 hrs at review time),好玩，爱玩，已经开始玩四周目了
琳琅le少年,Not Recommended,11.0 hrs on record (8.2 hrs at review time),这boss也太难打了
hzy2165778557,Recommended,33.8 hrs on record,太好玩了考验着我们的手法也包含着无限乐趣
Reaper,Not Recommended,12.0 hrs on record,傻逼游戏，你说boss我打不过卡了20几次我认，你要我卡bug去跳那个流沙拿物品，抱歉我试了1h没耐心了，谁爱玩谁玩
C4XP,Recommended,150.8 hrs on record,好！好！好！
伊藤寛太,Recommended,77.7 hrs on record (72.8 hrs at review time),还是很不错的，喜欢玩怪猎太刀一定要试一试戳棍
